Planet,Era,Owner,ObjectType,Amount,ReuseEra
Ilum,1,Empire,Generate_Force,1,
Ilum,2,,,,1
Ilum,3,,,,1
Ilum,4,,,,1
Ilum,5,,,,1
Ilum,6,,,,1
Iokath,1,Independent_Forces,Generate_Force,1,
Iokath,2,,,,1
Iokath,3,,,,1
Iokath,4,,,,1
Iokath,5,,,,1
Iokath,6,,,,1
Iol,1,Independent_Forces,Generate_Force,1,
Iol,2,,,,1
Iol,3,,,,1
Iol,4,,,,1
Iol,5,,,,1
Iol,6,,,,1
Iphigin,1,Sector_Forces,Generate_Force,1,
Iphigin,2,,,,1
Iphigin,3,Empire,Generate_Force,1,
Iphigin,4,Rebel,Generate_Force,1,
Iphigin,5,,,,3
Iphigin,6,,,,3
Iridonia,1,Sector_Forces,Generate_Force,1,
Iridonia,2,,,,1
Iridonia,3,Empire,Generate_Force,1,
Iridonia,4,,,,3
Iridonia,5,,,,3
Iridonia,6,,,,3
Iskadrell,1,Independent_Forces,Generate_Force,1,
Iskadrell,2,,,,1
Iskadrell,3,,,,1
Iskadrell,4,,,,1
Iskadrell,5,,,,1
Iskadrell,6,,,,1
Ithor,1,Sector_Forces,Generate_Force,1,
Ithor,2,,,,1
Ithor,3,Empire,Generate_Force,1,
Ithor,4,,,,3
Ithor,5,,,,3
Ithor,6,,,,3
Ixtlar,1,Empire,Generate_Force,1,
Ixtlar,2,,,,1
Ixtlar,3,,,,1
Ixtlar,4,,,,1
Ixtlar,5,,,,1
Ixtlar,6,,,,1
Jabiim,1,Sector_Forces,Generate_Force,1,
Jabiim,2,Independent_Forces,Generate_Force,1,
Jabiim,3,Rebel,Generate_Force,1,
Jabiim,4,,,,3
Jabiim,5,Empire,Generate_Force,1,
Jabiim,6,,,,5
Jaemus,1,Banking_Clan,Generate_Force,1,
Jaemus,2,,,,1
Jaemus,3,,,,1
Jaemus,4,,,,1
Jaemus,5,Rebel,Generate_Force,1,
Jaemus,6,,,,5
Jaminere,1,Rebel,Generate_Force,1,
Jaminere,2,,,,1
Jaminere,3,,,,1
Jaminere,4,,,,1
Jaminere,5,,,,1
Jaminere,6,,,,1
Jazbina,1,Empire,Generate_Force,1,
Jazbina,2,,,,1
Jazbina,3,,,,1
Jazbina,4,,,,1
Jazbina,5,,,,1
Jazbina,6,,,,1
Jestan,1,Sector_Forces,Generate_Force,1,
Jestan,2,,,,1
Jestan,3,Empire,Generate_Force,1,
Jestan,4,,,,3
Jestan,5,,,,3
Jestan,6,,,,3
Jomark,1,Independent_Forces,Generate_Force,1,
Jomark,2,,,,1
Jomark,3,,,,1
Jomark,4,,,,1
Jomark,5,,,,1
Jomark,6,,,,1
Jtptan,1,Sector_Forces,Generate_Force,1,
Jtptan,2,,,,1
Jtptan,3,Empire,Generate_Force,1,
Jtptan,4,,,,3
Jtptan,5,,,,3
Jtptan,6,,,,3
Kaal,1,Sector_Forces,Generate_Force,1,
Kaal,2,,,,1
Kaal,3,Empire,Generate_Force,1,
Kaal,4,,,,3
Kaal,5,,,,3
Kaal,6,,,,3
Kabal,1,Empire,Generate_Force,1,
Kabal,2,Rebel,Generate_Force,1,
Kabal,3,,,,2
Kabal,4,,,,2
Kabal,5,,,,2
Kabal,6,Independent_Forces,Generate_Force,1,
Kaikielius,1,Empire,Generate_Force,1,
Kaikielius,2,,,,1
Kaikielius,3,,,,1
Kaikielius,4,,,,1
Kaikielius,5,,,,1
Kaikielius,6,,,,1
Kalaan,1,Independent_Forces,Generate_Force,1,
Kalaan,2,,,,1
Kalaan,3,,,,1
Kalaan,4,,,,1
Kalaan,5,,,,1
Kalaan,6,,,,1
Kalarba,1,Empire,Generate_Force,1,
Kalarba,2,Rebel,Generate_Force,1,
Kalarba,3,,,,2
Kalarba,4,,,,2
Kalarba,5,,,,1
Kalarba,6,,,,1
Kalee,1,Banking_Clan,Generate_Force,1,
Kalee,2,,,,1
Kalee,3,,,,1
Kalee,4,,,,1
Kalee,5,,,,1
Kalee,6,Rebel,Generate_Force,1,
Kaliida_Nebula,1,Empire,Generate_Force,1,
Kaliida_Nebula,2,,,,1
Kaliida_Nebula,3,,,,1
Kaliida_Nebula,4,,,,1
Kaliida_Nebula,5,,,,1
Kaliida_Nebula,6,,,,1
Kalist,1,Empire,Generate_Force,1,
Kalist,2,,,,1
Kalist,3,,,,1
Kalist,4,Rebel,Generate_Force,1,
Kalist,5,,,,1
Kalist,6,,,,1
Kalla,1,Sector_Forces,Generate_Force,1,
Kalla,2,,,,1
Kalla,3,Rebel,Generate_Force,1,
Kalla,4,,,,3
Kalla,5,,,,3
Kalla,6,Corporate_Sector,Generate_Force,1,
Kamino,1,Empire,Generate_Force,1,
Kamino,2,,,,1
Kamino,3,,,,1
Kamino,4,,,,1
Kamino,5,,,,1
Kamino,6,,,,1
Karavis,1,Banking_Clan,Generate_Force,1,
Karavis,2,Rebel,Generate_Force,1,
Karavis,3,,,,2
Karavis,4,,,,2
Karavis,5,,,,2
Karavis,6,Empire,Generate_Force,1,
Kariek,1,Independent_Forces,Generate_Force,1,
Kariek,2,,,,1
Kariek,3,,,,1
Kariek,4,,,,1
Kariek,5,,,,1
Kariek,6,,,,1
Kashyyyk,1,Empire,Generate_Force,1,
Kashyyyk,2,,,,1
Kashyyyk,3,,,,1
Kashyyyk,4,,,,1
Kashyyyk,5,,,,1
Kashyyyk,6,,,,1
Kattada,1,Empire,Generate_Force,1,
Kattada,2,,,,1
Kattada,3,,,,1
Kattada,4,,,,1
Kattada,5,,,,1
Kattada,6,,,,1
Kauron,1,Independent_Forces,Generate_Force,1,
Kauron,2,,,,1
Kauron,3,,,,1
Kauron,4,,,,1
Kauron,5,,,,1
Kauron,6,,,,1
Kayri,1,Independent_Forces,Generate_Force,1,
Kayri,2,,,,1
Kayri,3,,,,1
Kayri,4,,,,1
Kayri,5,,,,1
Kayri,6,,,,1
Kem_Stor_Ai,1,Sector_Forces,Generate_Force,1,
Kem_Stor_Ai,2,,,,1
Kem_Stor_Ai,3,Rebel,Generate_Force,1,
Kem_Stor_Ai,4,,,,3
Kem_Stor_Ai,5,Empire,Generate_Force,1,
Kem_Stor_Ai,6,,,,5
Kesh,1,Independent_Forces,Generate_Force,1,
Kesh,2,,,,1
Kesh,3,,,,1
Kesh,4,,,,1
Kesh,5,,,,1
Kesh,6,,,,1
Keskin,1,Independent_Forces,Generate_Force,1,
Keskin,2,,,,1
Keskin,3,,,,1
Keskin,4,,,,1
Keskin,5,,,,1
Keskin,6,,,,1
Kessel,1,Sector_Forces,Generate_Force,1,
Kessel,2,,,,1
Kessel,3,Empire,Generate_Force,1,
Kessel,4,,,,3
Kessel,5,,,,3
Kessel,6,,,,3
Ketal,1,Sector_Forces,Generate_Force,1,
Ketal,2,Rebel,Generate_Force,1,
Ketal,3,,,,2
Ketal,4,,,,2
Ketal,5,,,,2
Ketal,6,Empire,Generate_Force,1,
Ketaris,1,Rebel,Generate_Force,1,
Ketaris,2,,,,1
Ketaris,3,,,,1
Ketaris,4,,,,1
Ketaris,5,Empire,Generate_Force,1,
Ketaris,6,,,,5
Khomm,1,Empire,Generate_Force,1,
Khomm,2,,,,1
Khomm,3,,,,1
Khomm,4,,,,1
Khomm,5,,,,1
Khomm,6,,,,1
Kinoss,1,Chiss,Generate_Force,1,
Kinoss,2,,,,1
Kinoss,3,,,,1
Kinoss,4,,,,1
Kinoss,5,,,,1
Kinoss,6,,,,1
Kinyen,1,Trade_Federation,Generate_Force,1,
Kinyen,2,,,,1
Kinyen,3,Rebel,Generate_Force,1,
Kinyen,4,,,,3
Kinyen,5,,,,3
Kinyen,6,Empire,Generate_Force,1,
Kip,1,Sector_Forces,Generate_Force,1,
Kip,2,Independent_Forces,Generate_Force,1,
Kip,3,,,,2
Kip,4,,,,2
Kip,5,,,,2
Kip,6,,,,2
Kira,2,Rebel,Generate_Force,1,
Kira,3,,,,2
Kira,4,Empire,Generate_Force,1,
Kira,5,,,,4
Kira,6,,,,4
Kirdo,1,Sector_Forces,Generate_Force,1,
Kirdo,2,Rebel,Generate_Force,1,
Kirdo,3,,,,2
Kirdo,4,Empire,Generate_Force,1,
Kirdo,5,,,,4
Kirdo,6,,,,4
Kirima,1,Sector_Forces,Generate_Force,1,
Kirima,2,Commerce_Guild,Generate_Force,1,
Kirima,3,Rebel,Generate_Force,1,
Kirima,4,Empire,Generate_Force,1,
Kirima,5,,,,4
Kirima,6,,,,4
Klatooine,1,Hutt_Cartels,Generate_Force,1,
Klatooine,2,,,,1
Klatooine,3,,,,1
Klatooine,4,,,,1
Klatooine,5,,,,1
Klatooine,6,,,,1
Koda_Station,1,Independent_Forces,Generate_Force,1,
Koda_Station,2,,,,1
Koda_Station,3,,,,1
Koda_Station,4,,,,1
Koda_Station,5,,,,1
Koda_Station,6,,,,1
Kooriva,1,CIS_CA,Generate_Force,1,
Kooriva,2,Rebel,Generate_Force,1,
Kooriva,3,,,,2
Kooriva,4,,,,2
Kooriva,5,Empire,Generate_Force,1,
Kooriva,6,,,,5
Korda,1,Mandalorians,Generate_Force,1,
Korda,2,Independent_Forces,Generate_Force,1,
Korda,3,,,,2
Korda,4,,,,2
Korda,5,,,,2
Korda,6,,,,2
Korriban,1,Commerce_Guild,Generate_Force,1,
Korriban,2,,,,1
Korriban,3,Rebel,Generate_Force,1,
Korriban,4,,,,3
Korriban,5,,,,3
Korriban,6,Empire,Generate_Force,1,
Koru_Neimoidia,1,Trade_Federation,Generate_Force,1,
Koru_Neimoidia,2,,,,1
Koru_Neimoidia,3,,,,1
Koru_Neimoidia,4,,,,1
Koru_Neimoidia,5,Empire,Generate_Force,1,
Koru_Neimoidia,6,,,,5
Kostra,1,Sector_Forces,Generate_Force,1,
Kostra,2,Rebel,Generate_Force,1,
Kostra,3,Empire,Generate_Force,1,
Kostra,4,,,,2
Kostra,5,,,,2
Kostra,6,,,,2
Kothlis,1,Empire,Generate_Force,1,
Kothlis,2,,,,1
Kothlis,3,,,,1
Kothlis,4,,,,1
Kothlis,5,,,,1
Kothlis,6,,,,1
Krant,1,Empire,Generate_Force,1,
Krant,2,Rebel,Generate_Force,1,
Krant,3,,,,1
Krant,4,,,,1
Krant,5,,,,1
Krant,6,,,,1
Kriselist,1,Empire,Generate_Force,1,
Kriselist,2,Rebel,Generate_Force,1,
Kriselist,3,,,,2
Kriselist,4,,,,2
Kriselist,5,,,,1
Kriselist,6,,,,1
Kuat,1,Empire,Generate_Force,1,
Kuat,2,,,,1
Kuat,3,,,,1
Kuat,4,,,,1
Kuat,5,,,,1
Kuat,6,,,,1
Kwenn,1,Hutt_Cartels,Generate_Force,1,
Kwenn,2,,,,1
Kwenn,3,,,,1
Kwenn,4,,,,1
Kwenn,5,,,,1
Kwenn,6,,,,1
Laakteen,1,Independent_Forces,Generate_Force,1,
Laakteen,2,,,,1
Laakteen,3,,,,1
Laakteen,4,,,,1
Laakteen,5,,,,1
Laakteen,6,,,,1
Lakra,1,Independent_Forces,Generate_Force,1,
Lakra,2,,,,1
Lakra,3,,,,1
Lakra,4,,,,1
Lakra,5,,,,1
Lakra,6,,,,1
Lannik,1,Independent_Forces,Generate_Force,1,
Lannik,2,Empire,Generate_Force,1,
Lannik,3,,,,2
Lannik,4,,,,2
Lannik,5,,,,2
Lannik,6,,,,2
Lantillies,1,Empire,Generate_Force,1,
Lantillies,2,,,,1
Lantillies,3,,,,1
Lantillies,4,,,,1
Lantillies,5,,,,1
Lantillies,6,,,,1
Latharra,1,Hutt_Cartels,Generate_Force,1,
Latharra,2,,,,1
Latharra,3,,,,1
Latharra,4,,,,1
Latharra,5,,,,1
Latharra,6,,,,1
Lianna,1,Empire,Generate_Force,1,
Lianna,2,,,,1
Lianna,3,,,,1
Lianna,4,,,,1
Lianna,5,,,,1
Lianna,6,,,,1
Liinade,1,Sector_Forces,Generate_Force,1,
Liinade,2,Rebel,Generate_Force,1,
Liinade,3,,,,2
Liinade,4,,,,2
Liinade,5,Empire,Generate_Force,1,
Liinade,6,,,,5
Lizil,1,Killiks,Generate_Force,1,
Lizil,2,,,,1
Lizil,3,,,,1
Lizil,4,,,,1
Lizil,5,,,,1
Lizil,6,,,,1
Llanic,1,Independent_Forces,Generate_Force,1,
Llanic,2,Rebel,Generate_Force,1,
Llanic,3,,,,2
Llanic,4,,,,2
Llanic,5,Empire,Generate_Force,1,
Llanic,6,,,,1
Loedorvia,1,Sector_Forces,Generate_Force,1,
Loedorvia,2,,,,1
Loedorvia,3,Empire,Generate_Force,1,
Lok,1,Trade_Federation,Generate_Force,1,
Lok,2,Independent_Forces,Generate_Force,1,
Lok,3,,,,2
Lok,4,,,,2
Lok,5,,,,2
Lok,6,,,,2
Lola_Sayu,1,Empire,Generate_Force,1,
Lola_Sayu,2,,,,1
Lola_Sayu,3,Rebel,Generate_Force,1,
Lola_Sayu,4,,,,3
Lola_Sayu,5,,,,1
Lola_Sayu,6,,,,1
Lonnaw,1,Empire,Generate_Force,1,
Lonnaw,2,,,,1
Lonnaw,3,,,,1
Lonnaw,4,,,,1
Lonnaw,5,,,,1
Lonnaw,6,,,,1
Loronar,1,Empire,Generate_Force,1,
Loronar,2,,,,1
Loronar,3,,,,1
Loronar,4,,,,1
Loronar,5,,,,1
Loronar,6,,,,1
Lown,1,Independent_Forces,Generate_Force,1,
Lown,2,,,,1
Lown,3,,,,1
Lown,4,,,,1
Lown,5,,,,1
Lown,6,,,,1
Lucazec,1,Sector_Forces,Generate_Force,1,
Lucazec,2,Rebel,Generate_Force,1,
Lucazec,3,Empire,Generate_Force,1,
Lucazec,4,,,,3
Lucazec,5,,,,3
Lucazec,6,,,,3
Lur,1,Independent_Forces,Generate_Force,1,
Lur,2,,,,1
Lur,3,Empire,Generate_Force,1,
Lur,4,,,,3
Lur,5,,,,3
Lur,6,,,,3
Lwhekk,1,Ssi-Ruuk,Generate_Force,1,
Lwhekk,2,,,,1
Lwhekk,3,,,,1
Lwhekk,4,,,,1
Lwhekk,5,,,,1
Lwhekk,6,,,,1
Lyran,1,Independent_Forces,Generate_Force,1,
Lyran,2,,,,1
Lyran,3,,,,1
Lyran,4,,,,1
Lyran,5,,,,1
Lyran,6,,,,1
Makatak,1,Independent_Forces,Generate_Force,1,
Makatak,2,,,,1
Makatak,3,,,,1
Makatak,4,,,,1
Makatak,5,,,,1
Makatak,6,,,,1
Makeb,1,Hutt_Cartels,Generate_Force,1,
Makeb,2,,,,1
Makeb,3,,,,1
Makeb,4,,,,1
Makeb,5,,,,1
Makeb,6,,,,1
Makem_Te,1,Sector_Forces,Generate_Force,1,
Makem_Te,2,Rebel,Generate_Force,1,
Makem_Te,3,,,,2
Makem_Te,4,,,,2
Makem_Te,5,,,,2
Makem_Te,6,Empire,Generate_Force,1,
Malastare,1,Independent_Forces,Generate_Force,1,
Malastare,2,,,,1
Malastare,3,Empire,Generate_Force,1,
Malastare,4,,,,3
Malastare,5,,,,3
Malastare,6,,,,3
Maldra,1,Independent_Forces,Generate_Force,1,
Maldra,2,,,,1
Maldra,3,,,,1
Maldra,4,,,,1
Maldra,5,,,,1
Maldra,6,,,,1
Manaan,1,Independent_Forces,Generate_Force,1,
Manaan,2,,,,1
Manaan,3,,,,1
Manaan,4,,,,1
Manaan,5,,,,1
Manaan,6,,,,1
Manda,1,Empire,Generate_Force,1,
Manda,2,,,,1
Manda,3,,,,1
Manda,4,,,,1
Manda,5,,,,1
Manda,6,,,,1
Mandallia,1,Mandalorians,Generate_Force,1,
Mandallia,2,,,,1
Mandallia,3,Rebel,Generate_Force,1,
Mandallia,4,,,,3
Mandallia,5,Independent_Forces,Generate_Force,1,
Mandallia,6,Empire,Generate_Force,1,
Mandalore,1,Mandalorians,Generate_Force,1,
Mandalore,2,,,,1
Mandalore,3,Rebel,Generate_Force,1,
Mandalore,4,,,,3
Mandalore,5,Independent_Forces,Generate_Force,1,
Mandalore,6,Empire,Generate_Force,1,
Maridun,1,Independent_Forces,Generate_Force,1,
Maridun,2,,,,1
Maridun,3,,,,1
Maridun,4,,,,1
Maridun,5,,,,1
Maridun,6,,,,1
Maryo,1,Sector_Forces,Generate_Force,1,
Maryo,2,,,,1
Maryo,3,Rebel,Generate_Force,1,
Maryo,4,,,,1
Maryo,5,,,,1
Maryo,6,Corporate_Sector,Generate_Force,1,
Massoss,1,Chiss,Generate_Force,1,
Massoss,2,,,,1
Massoss,3,,,,1
Massoss,4,,,,1
Massoss,5,,,,1
Massoss,6,,,,1
Mataou,1,Hutt_Cartels,Generate_Force,1,
Mataou,2,,,,1
Mataou,3,,,,1
Mataou,4,,,,1
Mataou,5,,,,1
Mataou,6,,,,1
Mechis,1,Techno_Union,Generate_Force,1,
Mechis,2,,,,1
Mechis,3,Rebel,Generate_Force,1,
Mechis,4,,,,3
Mechis,5,,,,3
Mechis,6,Empire,Generate_Force,1,
Mendig,2,Rebel,Generate_Force,1,
Mendig,3,,,,2
Mendig,4,,,,2
Mephout,1,Independent_Forces,Generate_Force,1,
Mephout,2,,,,1
Mephout,3,,,,1
Mephout,4,,,,1
Mephout,5,,,,1
Mephout,6,,,,1
Metalorn,1,Techno_Union,Generate_Force,1,
Metalorn,2,,,,1
Metalorn,3,Empire,Generate_Force,1,
Metalorn,4,Rebel,Generate_Force,1,
Metalorn,5,,,,3
Metalorn,6,,,,4
Metellos,1,Empire,Generate_Force,1,
Metellos,2,,,,1
Metellos,3,,,,1
Metellos,4,,,,1
Metellos,5,,,,1
Metellos,6,,,,1
Mhaeli,1,Sector_Forces,Generate_Force,1,
Mhaeli,2,,,,1
Mhaeli,3,Empire,Generate_Force,1,
Mhaeli,4,,,,3
Mhaeli,5,,,,3
Mhaeli,6,,,,3
Mimban,1,Hutt_Cartels,Generate_Force,1,
Mimban,2,Rebel,Generate_Force,1,
Mimban,3,Empire,Generate_Force,1,
Mimban,4,,,,2
Mimban,5,,,,2
Mimban,6,Independent_Forces,Generate_Force,1,
Mindor,1,Sector_Forces,Generate_Force,1,
Mindor,2,,,,1
Mindor,3,Empire,Generate_Force,1,
Mindor,4,,,,3
Mindor,5,,,,3
Mindor,6,,,,3
Minntooine,1,Commerce_Guild,Generate_Force,1,
Minntooine,2,,,,1
Minntooine,3,Rebel,Generate_Force,1,
Minntooine,4,,,,3
Minntooine,5,,,,3
Minntooine,6,,,,3
Miztoc,1,Sector_Forces,Generate_Force,1,
Miztoc,2,Rebel,Generate_Force,1,
Miztoc,3,,,,2
Miztoc,4,,,,2
Miztoc,5,Empire,Generate_Force,1,
Miztoc,6,,,,5
Mon_Calamari,1,Empire,Generate_Force,1,
Mon_Calamari,2,,,,1
Mon_Calamari,3,,,,1
Mon_Calamari,4,,,,1
Mon_Calamari,5,,,,1
Mon_Calamari,6,,,,1
Mon_Gazza,1,Independent_Forces,Generate_Force,1,
Mon_Gazza,2,Rebel,Generate_Force,1,
Mon_Gazza,3,,,,2
Mon_Gazza,4,Empire,Generate_Force,1,
Mon_Gazza,5,,,,4
Mon_Gazza,6,,,,1
Monastery,1,Independent_Forces,Generate_Force,1,
Monastery,2,,,,1
Monastery,3,,,,1
Monastery,4,,,,1
Monastery,5,,,,1
Monastery,6,,,,1
Moonus_Mandel,1,Sector_Forces,Generate_Force,1,
Moonus_Mandel,2,,,,1
Moonus_Mandel,3,Empire,Generate_Force,1,
Moonus_Mandel,4,,,,3
Moonus_Mandel,5,,,,3
Moonus_Mandel,6,,,,3
Moorja,1,Sector_Forces,Generate_Force,1,
Moorja,2,,,,1
Moorja,3,Rebel,Generate_Force,1,
Moorja,4,,,,3
Moorja,5,,,,3
Moorja,6,,,,3
Morishim,1,Banking_Clan,Generate_Force,1,
Morishim,2,,,,1
Morishim,3,,,,1
Morishim,4,Rebel,Generate_Force,1,
Morishim,5,,,,4
Morishim,6,Empire,Generate_Force,1,
Movris,1,Sector_Forces,Generate_Force,1,
Movris,2,,,,1
Movris,3,Empire,Generate_Force,1,
Movris,4,,,,3
Movris,5,,,,3
Movris,6,,,,3
Mrisst,1,Sector_Forces,Generate_Force,1,
Mrisst,2,Rebel,Generate_Force,1,
Mrisst,3,,,,2
Mrisst,4,,,,2
Mrisst,5,,,,2
Mrisst,6,,,,2
Mrlsst,1,Sector_Forces,Generate_Force,1,
Mrlsst,2,,,,1
Mrlsst,3,Empire,Generate_Force,1,
Mrlsst,4,,,,3
Mrlsst,5,,,,3
Mrlsst,6,,,,3
Mugg_Fallow,1,Independent_Forces,Generate_Force,1,
Mugg_Fallow,2,,,,1
Mugg_Fallow,3,,,,1
Mugg_Fallow,4,,,,1
Mugg_Fallow,5,,,,1
Mugg_Fallow,6,,,,1
Mulatan,1,Hutt_Cartels,Generate_Force,1,
Mulatan,2,,,,1
Mulatan,3,,,,1
Mulatan,4,,,,1
Mulatan,5,,,,1
Mulatan,6,,,,1
Mullan,1,Independent_Forces,Generate_Force,1,
Mullan,2,,,,1
Mullan,3,,,,1
Mullan,4,,,,1
Mullan,5,,,,1
Mullan,6,,,,1
Munlali_Mafir,1,Independent_Forces,Generate_Force,1,
Munlali_Mafir,2,,,,1
Munlali_Mafir,3,,,,1
Munlali_Mafir,4,,,,1
Munlali_Mafir,5,,,,1
Munlali_Mafir,6,,,,1
Murgo,1,Killiks,Generate_Force,1,
Murgo,2,,,,1
Murgo,3,,,,1
Murgo,4,,,,1
Murgo,5,,,,1
Murgo,6,,,,1
Murkhana,1,Rebel,Generate_Force,1,
Murkhana,2,,,,1
Murkhana,3,,,,1
Murkhana,4,,,,1
Murkhana,5,,,,1
Murkhana,6,Empire,Generate_Force,1,
Mustafar,1,Techno_Union,Generate_Force,1,
Mustafar,2,,,,1
Mustafar,3,Rebel,Generate_Force,1,
Mustafar,4,Independent_Forces,Generate_Force,1,
Mustafar,5,,,,3
Mustafar,6,,,,3
Muunilinst,1,Banking_Clan,Generate_Force,1,
Muunilinst,2,,,,1
Muunilinst,3,Empire,Generate_Force,1,
Muunilinst,4,Rebel,Generate_Force,1,
Muunilinst,5,,,,4
Muunilinst,6,,,,4
Mygeeto,1,Banking_Clan,Generate_Force,1,
Mygeeto,2,,,,1
Mygeeto,3,,,,1
Mygeeto,4,Rebel,Generate_Force,1,
Mygeeto,5,,,,4
Mygeeto,6,Empire,Generate_Force,1,
Myrkr,1,Independent_Forces,Generate_Force,1,
Myrkr,2,,,,1
Myrkr,3,,,,1
Myrkr,4,,,,1
Myrkr,5,,,,1
Myrkr,6,,,,1
Mytus,1,Independent_Forces,Generate_Force,1,
Mytus,2,,,,1
Mytus,3,,,,1
Mytus,4,,,,1
Mytus,5,,,,1
Mytus,6,,,,1
Naboo,1,Empire,Generate_Force,1,
Naboo,2,,,,1
Naboo,3,,,,1
Naboo,4,,,,1
Naboo,5,,,,1
Naboo,6,,,,1
Nal_Hutta,1,Hutt_Cartels,Generate_Force,1,
Nal_Hutta,1,Hutt_Cartels,Hutt_Capital,1,
Nal_Hutta,2,,,,1
Nal_Hutta,3,,,,1
Nal_Hutta,4,,,,1
Nal_Hutta,5,,,,1
Nal_Hutta,6,,,,1
Nam_Chorios,1,Rebel,Generate_Force,1,
Nam_Chorios,2,,,,1
Nam_Chorios,3,,,,1
Nam_Chorios,4,,,,1
Nam_Chorios,5,Empire,Generate_Force,1,
Nam_Chorios,6,,,,5
Naporar,1,Chiss,Generate_Force,1,
Naporar,2,,,,1
Naporar,3,,,,1
Naporar,4,,,,1
Naporar,5,,,,1
Naporar,6,,,,1
Nar_Haaska,1,Hutt_Cartels,Generate_Force,1,
Nar_Haaska,2,,,,1
Nar_Haaska,3,,,,1
Nar_Haaska,4,,,,1
Nar_Haaska,5,,,,1
Nar_Haaska,6,,,,1
Nar_Hekka,1,Hutt_Cartels,Generate_Force,1,
Nar_Hekka,2,,,,1
Nar_Hekka,3,,,,1
Nar_Hekka,4,,,,1
Nar_Hekka,5,,,,1
Nar_Hekka,6,,,,1
Nar_Kagga,1,Hutt_Cartels,Generate_Force,1,
Nar_Kagga,2,,,,1
Nar_Kagga,3,,,,1
Nar_Kagga,4,,,,1
Nar_Kagga,5,,,,1
Nar_Kagga,6,,,,1
Nar_Shaddaa,1,Hutt_Cartels,Generate_Force,1,
Nar_Shaddaa,2,,,,1
Nar_Shaddaa,3,,,,1
Nar_Shaddaa,4,,,,1
Nar_Shaddaa,5,,,,1
Nar_Shaddaa,6,,,,1
Nath_Goordi,1,Independent_Forces,Generate_Force,1,
Nath_Goordi,2,,,,1
Nath_Goordi,3,,,,1
Nath_Goordi,4,,,,1
Nath_Goordi,5,,,,1
Nath_Goordi,6,,,,1
Nazzri,1,Independent_Forces,Generate_Force,1,
Nazzri,2,,,,1
Nazzri,3,,,,1
Nazzri,4,,,,1
Nazzri,5,,,,1
Nazzri,6,,,,1
Nelvaan,1,Techno_Union,Generate_Force,1,
Nelvaan,2,,,,1
Nelvaan,3,,,,1
Nelvaan,4,,,,1
Nelvaan,5,Independent_Forces,Generate_Force,1,
Nelvaan,6,,,,5
Nentan,1,Sector_Forces,Generate_Force,1,
Nentan,2,,,,1
Nentan,3,Empire,Generate_Force,1,
Nentan,4,,,,3
Nentan,5,,,,3
Nentan,6,,,,3
Nespis,1,Independent_Forces,Generate_Force,1,
Nespis,2,,,,1
Nespis,3,,,,1
Nespis,4,,,,1
Nespis,5,,,,1
Nespis,6,,,,1
New_Bornalex,1,Rebel,Generate_Force,1,
New_Bornalex,2,,,,1
New_Bornalex,3,,,,1
New_Bornalex,4,,,,1
New_Bornalex,5,Empire,Generate_Force,1,
New_Bornalex,6,,,,5
New_Cov,1,Sector_Forces,Generate_Force,1,
New_Cov,2,Rebel,Generate_Force,1,
New_Cov,3,,,,2
New_Cov,4,,,,2
New_Cov,5,,,,2
New_Cov,6,Empire,Generate_Force,1,
New_Plympto,1,Rebel,Generate_Force,1,
New_Plympto,2,,,,1
New_Plympto,3,,,,1
New_Plympto,4,,,,1
New_Plympto,5,,,,1
New_Plympto,6,Empire,Generate_Force,1,
Nexus_Ortai,1,Empire,Generate_Force,1,
Nexus_Ortai,2,Sector_Forces,Generate_Force,1,
Nexus_Ortai,3,Rebel,Generate_Force,1,
Nexus_Ortai,4,,,,1
Nexus_Ortai,5,,,,1
Nexus_Ortai,6,,,,1
Nez_Peron,1,Rebel,Generate_Force,1,
Nez_Peron,2,,,,1
Nez_Peron,3,,,,1
Nez_Peron,4,,,,1
Nez_Peron,5,,,,1
Nez_Peron,6,Empire,Generate_Force,1,
Nihil,1,Independent_Forces,Generate_Force,1,
Nihil,2,,,,1
Nihil,3,,,,1
Nihil,4,,,,1
Nihil,5,,,,1
Nihil,6,,,,1
Nimban,1,Sector_Forces,Generate_Force,1,
Nimban,2,Hutt_Cartels,Generate_Force,1,
Nimban,3,,,,2
Nimban,4,,,,2
Nimban,5,,,,2
Nimban,6,,,,2
Nirauan,1,Independent_Forces,Generate_Force,1,
Nirauan,2,,,,1
Nirauan,3,,,,1
Nirauan,4,,,,1
Nirauan,5,,,,1
Nirauan,6,,,,1
Nixor,1,Hutt_Cartels,Generate_Force,1,
Nixor,2,,,,1
Nixor,3,,,,1
Nixor,4,,,,1
Nixor,5,,,,
Nixor,6,Empire,Generate_Force,1,
Nocto,1,Independent_Forces,Generate_Force,1,
Nocto,2,,,,1
Nocto,3,,,,1
Nocto,4,,,,1
Nocto,5,,,,1
Nocto,6,,,,1
Noonar,1,Sector_Forces,Generate_Force,1,
Noonar,2,,,,1
Noonar,3,Empire,Generate_Force,1,
Noonar,4,,,,3
Noonar,5,,,,3
Noonar,6,,,,3
Noquivzor,1,Sector_Forces,Generate_Force,1,
Noquivzor,2,,,,1
Noquivzor,3,Empire,Generate_Force,1,
Noquivzor,4,,,,3
Noquivzor,5,,,,3
Noquivzor,6,,,,3
Nouane,6,Empire,Generate_Force,1,
